"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Belgium (BE)","13.03.2015 09:00 - 13.03.2015 10:00 (CET)","334","n/e","n/e","2103","222","0","n/e","n/e","n/e","676","","33","n/e","n/e","3356","656","n/e","1123","228","57","68"
"Belgium (BE)","13.03.2015 10:00 - 13.03.2015 11:00 (CET)","328","n/e","n/e","2046","223","0","n/e","n/e","n/e","124","0","32","n/e","n/e","3353","638","n/e","1577","232","43","48"
"Belgium (BE)","13.03.2015 11:00 - 13.03.2015 12:00 (CET)","304","n/e","n/e","2165","225","0","n/e","n/e","n/e","","1","33","n/e","n/e","3352","627","n/e","1880","235","51","90"
"Belgium (BE)","13.03.2015 12:00 - 13.03.2015 13:00 (CET)","304","n/e","n/e","2050","222","0","n/e","n/e","n/e","","36","33","n/e","n/e","3351","641","n/e","1986","234","99","163"
"Belgium (BE)","13.03.2015 13:00 - 13.03.2015 14:00 (CET)","305","n/e","n/e","1996","222","0","n/e","n/e","n/e","","144","30","n/e","n/e","3352","622","n/e","1908","237","119","175"
"Belgium (BE)","13.03.2015 14:00 - 13.03.2015 15:00 (CET)","257","n/e","n/e","1949","202","0","n/e","n/e","n/e","","144","29","n/e","n/e","3350","598","n/e","1652","235","142","189"
"Belgium (BE)","13.03.2015 15:00 - 13.03.2015 16:00 (CET)","249","n/e","n/e","2042","191","0","n/e","n/e","n/e","","143","29","n/e","n/e","3349","585","n/e","1207","231","283","222"
"Belgium (BE)","13.03.2015 16:00 - 13.03.2015 17:00 (CET)","248","n/e","n/e","2005","192","0","n/e","n/e","n/e","","142","31","n/e","n/e","3350","585","n/e","754","233","365","288"
"Belgium (BE)","13.03.2015 17:00 - 13.03.2015 18:00 (CET)","262","n/e","n/e","2141","192","0","n/e","n/e","n/e","","180","32","n/e","n/e","3351","583","n/e","281","230","316","359"
"Belgium (BE)","13.03.2015 18:00 - 13.03.2015 19:00 (CET)","322","n/e","n/e","2179","223","0","n/e","n/e","n/e","217","","35","n/e","n/e","3364","617","n/e","21","233","287","360"
"Belgium (BE)","13.03.2015 19:00 - 13.03.2015 20:00 (CET)","328","n/e","n/e","2321","221","0","n/e","n/e","n/e","614","","30","n/e","n/e","3366","693","n/e","0","234","249","385"
"Belgium (BE)","13.03.2015 20:00 - 13.03.2015 21:00 (CET)","331","n/e","n/e","2278","223","0","n/e","n/e","n/e","225","","28","n/e","n/e","3366","735","n/e","0","228","219","399"
"Belgium (BE)","13.03.2015 21:00 - 13.03.2015 22:00 (CET)","332","n/e","n/e","2139","223","0","n/e","n/e","n/e","","1","28","n/e","n/e","3364","681","n/e","0","229","224","356"
"Belgium (BE)","13.03.2015 22:00 - 13.03.2015 23:00 (CET)","331","n/e","n/e","2137","223","0","n/e","n/e","n/e","33","0","29","n/e","n/e","3362","631","n/e","0","226","194","304"
"Belgium (BE)","13.03.2015 23:00 - 14.03.2015 00:00 (CET)","327","n/e","n/e","2036","222","0","n/e","n/e","n/e","118","","31","n/e","n/e","3362","681","n/e","0","230","306","273"
"Belgium (BE)","14.03.2015 00:00 - 14.03.2015 01:00 (CET)","334","n/e","n/e","1965","220","0","n/e","n/e","n/e","150","","34","n/e","n/e","3361","600","n/e","0","227","360","292"
"Belgium (BE)","14.03.2015 01:00 - 14.03.2015 02:00 (CET)","333","n/e","n/e","1841","220","0","n/e","n/e","n/e","31","43","34","n/e","n/e","3361","564","n/e","0","229","369","323"
"Belgium (BE)","14.03.2015 02:00 - 14.03.2015 03:00 (CET)","291","n/e","n/e","1940","222","0","n/e","n/e","n/e","","24","34","n/e","n/e","3360","550","n/e","0","228","344","308"
"Belgium (BE)","14.03.2015 03:00 - 14.03.2015 04:00 (CET)","259","n/e","n/e","1848","222","0","n/e","n/e","n/e","","467","34","n/e","n/e","3360","546","n/e","0","228","380","276"
"Belgium (BE)","14.03.2015 04:00 - 14.03.2015 05:00 (CET)","259","n/e","n/e","1855","221","0","n/e","n/e","n/e","","866","34","n/e","n/e","3363","537","n/e","0","229","325","278"
"Belgium (BE)","14.03.2015 05:00 - 14.03.2015 06:00 (CET)","259","n/e","n/e","1960","221","0","n/e","n/e","n/e","","617","33","n/e","n/e","3364","545","n/e","0","229","290","298"
"Belgium (BE)","14.03.2015 06:00 - 14.03.2015 07:00 (CET)","259","n/e","n/e","1985","222","0","n/e","n/e","n/e","","69","33","n/e","n/e","3364","606","n/e","0","224","257","313"
"Belgium (BE)","14.03.2015 07:00 - 14.03.2015 08:00 (CET)","258","n/e","n/e","2100","221","0","n/e","n/e","n/e","","1","32","n/e","n/e","3365","690","n/e","72","228","307","307"
"Belgium (BE)","14.03.2015 08:00 - 14.03.2015 09:00 (CET)","257","n/e","n/e","2157","220","0","n/e","n/e","n/e","33","0","32","n/e","n/e","3363","735","n/e","411","230","349","271"
"Belgium (BE)","14.03.2015 09:00 - 14.03.2015 10:00 (CET)","255","n/e","n/e","2152","220","0","n/e","n/e","n/e","35","0","32","n/e","n/e","3363","735","n/e","840","230","267","228"
"Belgium (BE)","14.03.2015 10:00 - 14.03.2015 11:00 (CET)","259","n/e","n/e","2077","222","0","n/e","n/e","n/e","45","0","33","n/e","n/e","3361","696","n/e","1150","229","235","181"
"Belgium (BE)","14.03.2015 11:00 - 14.03.2015 12:00 (CET)","256","n/e","n/e","2033","222","0","n/e","n/e","n/e","","3","33","n/e","n/e","3359","693","n/e","1239","228","260","231"
"Belgium (BE)","14.03.2015 12:00 - 14.03.2015 13:00 (CET)","256","n/e","n/e","2093","221","0","n/e","n/e","n/e","","38","32","n/e","n/e","3357","685","n/e","1024","220","289","245"
"Belgium (BE)","14.03.2015 13:00 - 14.03.2015 14:00 (CET)","255","n/e","n/e","2078","220","0","n/e","n/e","n/e","35","","29","n/e","n/e","3356","687","n/e","745","221","353","210"
"Belgium (BE)","14.03.2015 14:00 - 14.03.2015 15:00 (CET)","254","n/e","n/e","2076","224","0","n/e","n/e","n/e","","1","28","n/e","n/e","3356","687","n/e","561","218","314","232"
"Belgium (BE)","14.03.2015 15:00 - 14.03.2015 16:00 (CET)","254","n/e","n/e","2115","225","0","n/e","n/e","n/e","","1","29","n/e","n/e","3355","702","n/e","336","219","328","253"
"Belgium (BE)","14.03.2015 16:00 - 14.03.2015 17:00 (CET)","254","n/e","n/e","2106","226","0","n/e","n/e","n/e","9","0","31","n/e","n/e","3354","741","n/e","186","217","356","293"
"Belgium (BE)","14.03.2015 17:00 - 14.03.2015 18:00 (CET)","250","n/e","n/e","2085","224","0","n/e","n/e","n/e","201","","33","n/e","n/e","3355","741","n/e","58","218","401","255"
"Belgium (BE)","14.03.2015 18:00 - 14.03.2015 19:00 (CET)","251","n/e","n/e","2136","224","0","n/e","n/e","n/e","683","","33","n/e","n/e","3353","750","n/e","4","227","445","254"
"Belgium (BE)","14.03.2015 19:00 - 14.03.2015 20:00 (CET)","255","n/e","n/e","2186","222","0","n/e","n/e","n/e","962","","33","n/e","n/e","3353","751","n/e","0","224","411","251"
"Belgium (BE)","14.03.2015 20:00 - 14.03.2015 21:00 (CET)","253","n/e","n/e","2120","223","0","n/e","n/e","n/e","328","","33","n/e","n/e","3350","660","n/e","0","228","379","271"
"Belgium (BE)","14.03.2015 21:00 - 14.03.2015 22:00 (CET)","255","n/e","n/e","2023","226","0","n/e","n/e","n/e","60","3","33","n/e","n/e","3352","666","n/e","0","226","335","235"
"Belgium (BE)","14.03.2015 22:00 - 14.03.2015 23:00 (CET)","255","n/e","n/e","2022","225","0","n/e","n/e","n/e","","1","33","n/e","n/e","3349","625","n/e","0","222","383","168"
"Belgium (BE)","14.03.2015 23:00 - 15.03.2015 00:00 (CET)","257","n/e","n/e","2001","223","0","n/e","n/e","n/e","133","","33","n/e","n/e","3348","672","n/e","0","222","310","170"
"Belgium (BE)","15.03.2015 00:00 - 15.03.2015 01:00 (CET)","258","n/e","n/e","1818","214","0","n/e","n/e","n/e","35","65","33","n/e","n/e","3348","610","n/e","0","220","384","172"
"Belgium (BE)","15.03.2015 01:00 - 15.03.2015 02:00 (CET)","260","n/e","n/e","1920","213","0","n/e","n/e","n/e","","224","33","n/e","n/e","3348","540","n/e","0","220","416","190"
"Belgium (BE)","15.03.2015 02:00 - 15.03.2015 03:00 (CET)","259","n/e","n/e","1838","223","0","n/e","n/e","n/e","","302","33","n/e","n/e","3348","547","n/e","0","223","413","188"
"Belgium (BE)","15.03.2015 03:00 - 15.03.2015 04:00 (CET)","256","n/e","n/e","1855","223","0","n/e","n/e","n/e","","679","33","n/e","n/e","3349","527","n/e","0","225","457","200"
"Belgium (BE)","15.03.2015 04:00 - 15.03.2015 05:00 (CET)","257","n/e","n/e","1895","223","0","n/e","n/e","n/e","","662","33","n/e","n/e","3348","546","n/e","0","227","386","186"
"Belgium (BE)","15.03.2015 05:00 - 15.03.2015 06:00 (CET)","256","n/e","n/e","1797","207","0","n/e","n/e","n/e","","913","33","n/e","n/e","3348","572","n/e","0","228","383","175"
"Belgium (BE)","15.03.2015 06:00 - 15.03.2015 07:00 (CET)","256","n/e","n/e","1877","181","0","n/e","n/e","n/e","","244","33","n/e","n/e","3347","560","n/e","0","228","346","188"
"Belgium (BE)","15.03.2015 07:00 - 15.03.2015 08:00 (CET)","256","n/e","n/e","1906","192","0","n/e","n/e","n/e","","207","32","n/e","n/e","3347","614","n/e","9","226","292","186"
"Belgium (BE)","15.03.2015 08:00 - 15.03.2015 09:00 (CET)","256","n/e","n/e","2032","193","0","n/e","n/e","n/e","","21","32","n/e","n/e","3346","698","n/e","78","227","276","192"
"Belgium (BE)","15.03.2015 09:00 - 15.03.2015 10:00 (CET)","256","n/e","n/e","2020","219","0","n/e","n/e","n/e","145","1","31","n/e","n/e","3346","741","n/e","200","224","230","238"
"Belgium (BE)","15.03.2015 10:00 - 15.03.2015 11:00 (CET)","255","n/e","n/e","2004","216","0","n/e","n/e","n/e","177","","31","n/e","n/e","3346","750","n/e","347","216","254","227"
"Belgium (BE)","15.03.2015 11:00 - 15.03.2015 12:00 (CET)","256","n/e","n/e","2051","218","0","n/e","n/e","n/e","172","","31","n/e","n/e","3345","746","n/e","380","218","226","221"
"Belgium (BE)","15.03.2015 12:00 - 15.03.2015 13:00 (CET)","255","n/e","n/e","1955","215","0","n/e","n/e","n/e","435","","30","n/e","n/e","3344","754","n/e","375","219","233","215"
"Belgium (BE)","15.03.2015 13:00 - 15.03.2015 14:00 (CET)","259","n/e","n/e","1918","215","0","n/e","n/e","n/e","296","","31","n/e","n/e","3344","751","n/e","358","220","174","217"
"Belgium (BE)","15.03.2015 14:00 - 15.03.2015 15:00 (CET)","259","n/e","n/e","1860","227","0","n/e","n/e","n/e","","175","32","n/e","n/e","3346","739","n/e","264","219","188","200"
"Belgium (BE)","15.03.2015 15:00 - 15.03.2015 16:00 (CET)","259","n/e","n/e","1848","229","0","n/e","n/e","n/e","","246","32","n/e","n/e","3346","738","n/e","188","222","235","171"
"Belgium (BE)","15.03.2015 16:00 - 15.03.2015 17:00 (CET)","256","n/e","n/e","1887","227","0","n/e","n/e","n/e","","284","31","n/e","n/e","3348","729","n/e","116","224","274","213"
"Belgium (BE)","15.03.2015 17:00 - 15.03.2015 18:00 (CET)","258","n/e","n/e","2107","226","0","n/e","n/e","n/e","4","145","30","n/e","n/e","3348","724","n/e","44","224","409","228"
"Belgium (BE)","15.03.2015 18:00 - 15.03.2015 19:00 (CET)","256","n/e","n/e","2198","226","0","n/e","n/e","n/e","209","","29","n/e","n/e","3348","734","n/e","3","224","381","207"
"Belgium (BE)","15.03.2015 19:00 - 15.03.2015 20:00 (CET)","254","n/e","n/e","2250","225","0","n/e","n/e","n/e","633","","30","n/e","n/e","3345","739","n/e","0","224","337","183"
"Belgium (BE)","15.03.2015 20:00 - 15.03.2015 21:00 (CET)","262","n/e","n/e","2200","222","0","n/e","n/e","n/e","416","","31","n/e","n/e","3343","704","n/e","0","222","304","177"
"Belgium (BE)","15.03.2015 21:00 - 15.03.2015 22:00 (CET)","268","n/e","n/e","2140","219","0","n/e","n/e","n/e","146","","32","n/e","n/e","3343","633","n/e","0","225","257","207"
"Belgium (BE)","15.03.2015 22:00 - 15.03.2015 23:00 (CET)","300","n/e","n/e","2119","209","0","n/e","n/e","n/e","37","0","33","n/e","n/e","3344","655","n/e","0","231","189","217"
"Belgium (BE)","15.03.2015 23:00 - 16.03.2015 00:00 (CET)","328","n/e","n/e","2038","210","0","n/e","n/e","n/e","202","0","34","n/e","n/e","3344","689","n/e","0","237","209","220"
"Belgium (BE)","16.03.2015 00:00 - 16.03.2015 01:00 (CET)","332","n/e","n/e","2042","211","0","n/e","n/e","n/e","","1","34","n/e","n/e","3344","631","n/e","0","235","249","213"
"Belgium (BE)","16.03.2015 01:00 - 16.03.2015 02:00 (CET)","334","n/e","n/e","2055","212","0","n/e","n/e","n/e","42","53","33","n/e","n/e","3344","593","n/e","0","234","231","216"
"Belgium (BE)","16.03.2015 02:00 - 16.03.2015 03:00 (CET)","335","n/e","n/e","2120","214","0","n/e","n/e","n/e","","600","33","n/e","n/e","3343","607","n/e","0","234","199","215"
"Belgium (BE)","16.03.2015 03:00 - 16.03.2015 04:00 (CET)","331","n/e","n/e","2187","224","0","n/e","n/e","n/e","","1007","33","n/e","n/e","3343","579","n/e","0","234","159","198"
"Belgium (BE)","16.03.2015 04:00 - 16.03.2015 05:00 (CET)","333","n/e","n/e","2264","225","0","n/e","n/e","n/e","","1060","33","n/e","n/e","3345","571","n/e","0","237","141","181"
"Belgium (BE)","16.03.2015 05:00 - 16.03.2015 06:00 (CET)","331","n/e","n/e","2616","225","0","n/e","n/e","n/e","","917","32","n/e","n/e","3345","577","n/e","0","237","121","170"
"Belgium (BE)","16.03.2015 06:00 - 16.03.2015 07:00 (CET)","334","n/e","n/e","2840","222","0","n/e","n/e","n/e","","640","32","n/e","n/e","3344","651","n/e","0","237","103","163"
"Belgium (BE)","16.03.2015 07:00 - 16.03.2015 08:00 (CET)","333","n/e","n/e","3228","225","0","n/e","n/e","n/e","126","","32","n/e","n/e","3344","714","n/e","86","234","74","157"
"Belgium (BE)","16.03.2015 08:00 - 16.03.2015 09:00 (CET)","334","n/e","n/e","3459","223","0","n/e","n/e","n/e","242","","31","n/e","n/e","3343","716","n/e","448","235","50","98"
"Belgium (BE)","16.03.2015 09:00 - 16.03.2015 10:00 (CET)","333","n/e","n/e","3527","226","0","n/e","n/e","n/e","699","","30","n/e","n/e","3342","697","n/e","904","229","32","43"
"Belgium (BE)","16.03.2015 10:00 - 16.03.2015 11:00 (CET)","330","n/e","n/e","3413","226","0","n/e","n/e","n/e","322","","28","n/e","n/e","3341","709","n/e","1151","237","34","19"
"Belgium (BE)","16.03.2015 11:00 - 16.03.2015 12:00 (CET)","329","n/e","n/e","3381","226","0","n/e","n/e","n/e","198","","26","n/e","n/e","3339","698","n/e","1409","241","18","17"
"Belgium (BE)","16.03.2015 12:00 - 16.03.2015 13:00 (CET)","333","n/e","n/e","3299","204","0","n/e","n/e","n/e","18","22","26","n/e","n/e","3321","650","n/e","1648","250","1","15"
"Belgium (BE)","16.03.2015 13:00 - 16.03.2015 14:00 (CET)","336","n/e","n/e","3164","220","0","n/e","n/e","n/e","","42","26","n/e","n/e","3306","645","n/e","1665","242","2","15"
"Belgium (BE)","16.03.2015 14:00 - 16.03.2015 15:00 (CET)","331","n/e","n/e","2928","201","0","n/e","n/e","n/e","","32","26","n/e","n/e","3304","636","n/e","1497","234","21","16"
"Belgium (BE)","16.03.2015 15:00 - 16.03.2015 16:00 (CET)","335","n/e","n/e","2784","225","0","n/e","n/e","n/e","","30","27","n/e","n/e","3308","639","n/e","1191","242","48","17"
"Belgium (BE)","16.03.2015 16:00 - 16.03.2015 17:00 (CET)","332","n/e","n/e","2918","224","0","n/e","n/e","n/e","","36","28","n/e","n/e","3323","645","n/e","754","242","38","17"
"Belgium (BE)","16.03.2015 17:00 - 16.03.2015 18:00 (CET)","333","n/e","n/e","3160","223","0","n/e","n/e","n/e","","10","25","n/e","n/e","3329","666","n/e","297","244","45","19"
"Belgium (BE)","16.03.2015 18:00 - 16.03.2015 19:00 (CET)","332","n/e","n/e","3284","225","0","n/e","n/e","n/e","395","","23","n/e","n/e","3330","683","n/e","35","245","18","22"
"Belgium (BE)","16.03.2015 19:00 - 16.03.2015 20:00 (CET)","336","n/e","n/e","3404","224","0","n/e","n/e","n/e","903","","22","n/e","n/e","3331","713","n/e","0","240","18","39"
"Belgium (BE)","16.03.2015 20:00 - 16.03.2015 21:00 (CET)","338","n/e","n/e","3394","208","0","n/e","n/e","n/e","365","","24","n/e","n/e","3332","705","n/e","0","243","14","68"
"Belgium (BE)","16.03.2015 21:00 - 16.03.2015 22:00 (CET)","335","n/e","n/e","3147","213","0","n/e","n/e","n/e","91","0","24","n/e","n/e","3334","632","n/e","0","241","2","87"
"Belgium (BE)","16.03.2015 22:00 - 16.03.2015 23:00 (CET)","335","n/e","n/e","3352","224","0","n/e","n/e","n/e","61","0","26","n/e","n/e","3335","603","n/e","0","238","","76"
"Belgium (BE)","16.03.2015 23:00 - 17.03.2015 00:00 (CET)","334","n/e","n/e","2832","223","0","n/e","n/e","n/e","35","66","27","n/e","n/e","3336","654","n/e","0","239","0","60"
"Belgium (BE)","17.03.2015 00:00 - 17.03.2015 01:00 (CET)","331","n/e","n/e","2233","222","0","n/e","n/e","n/e","","171","28","n/e","n/e","3336","631","n/e","0","232","5","45"
"Belgium (BE)","17.03.2015 01:00 - 17.03.2015 02:00 (CET)","331","n/e","n/e","2070","224","0","n/e","n/e","n/e","","143","29","n/e","n/e","3336","621","n/e","0","235","","28"
"Belgium (BE)","17.03.2015 02:00 - 17.03.2015 03:00 (CET)","332","n/e","n/e","2037","224","0","n/e","n/e","n/e","","1000","29","n/e","n/e","3337","598","n/e","0","238","","18"
"Belgium (BE)","17.03.2015 03:00 - 17.03.2015 04:00 (CET)","332","n/e","n/e","2073","225","0","n/e","n/e","n/e","","1107","29","n/e","n/e","3337","551","n/e","0","239","","23"
"Belgium (BE)","17.03.2015 04:00 - 17.03.2015 05:00 (CET)","334","n/e","n/e","2059","225","0","n/e","n/e","n/e","","1074","29","n/e","n/e","3338","542","n/e","0","241","1","27"
"Belgium (BE)","17.03.2015 05:00 - 17.03.2015 06:00 (CET)","330","n/e","n/e","2118","226","0","n/e","n/e","n/e","","575","29","n/e","n/e","3338","575","n/e","0","236","4","57"
"Belgium (BE)","17.03.2015 06:00 - 17.03.2015 07:00 (CET)","331","n/e","n/e","2272","224","0","n/e","n/e","n/e","","220","29","n/e","n/e","3338","642","n/e","0","240","36","142"
"Belgium (BE)","17.03.2015 07:00 - 17.03.2015 08:00 (CET)","312","n/e","n/e","2969","224","0","n/e","n/e","n/e","8","0","31","n/e","n/e","3337","702","n/e","153","242","31","223"
"Belgium (BE)","17.03.2015 08:00 - 17.03.2015 09:00 (CET)","292","n/e","n/e","3119","226","0","n/e","n/e","n/e","622","","31","n/e","n/e","3335","697","n/e","398","249","70","210"
"Belgium (BE)","17.03.2015 09:00 - 17.03.2015 10:00 (CET)","301","n/e","n/e","3119","220","0","n/e","n/e","n/e","478","","30","n/e","n/e","3324","635","n/e","643","246","109","128"
"Belgium (BE)","17.03.2015 10:00 - 17.03.2015 11:00 (CET)","302","n/e","n/e","2612","198","0","n/e","n/e","n/e","","6","29","n/e","n/e","3328","603","n/e","888","248","82","30"
"Belgium (BE)","17.03.2015 11:00 - 17.03.2015 12:00 (CET)","301","n/e","n/e","2427","205","2","n/e","n/e","n/e","273","","28","n/e","n/e","3327","629","n/e","1133","247","54","14"
"Belgium (BE)","17.03.2015 12:00 - 17.03.2015 13:00 (CET)","309","n/e","n/e","2157","202","4","n/e","n/e","n/e","","1","29","n/e","n/e","3324","667","n/e","1378","248","30","10"
"Belgium (BE)","17.03.2015 13:00 - 17.03.2015 14:00 (CET)","300","n/e","n/e","1967","207","0","n/e","n/e","n/e","","1","29","n/e","n/e","3327","659","n/e","1623","249","0","11"
"Belgium (BE)","17.03.2015 14:00 - 17.03.2015 15:00 (CET)","319","n/e","n/e","1902","210","0","n/e","n/e","n/e","","1","29","n/e","n/e","3328","643","n/e","1621","249","3","13"
"Belgium (BE)","17.03.2015 15:00 - 17.03.2015 16:00 (CET)","324","n/e","n/e","1880","209","0","n/e","n/e","n/e","","1","29","n/e","n/e","3326","617","n/e","1292","248","22","18"
"Belgium (BE)","17.03.2015 16:00 - 17.03.2015 17:00 (CET)","326","n/e","n/e","1912","209","0","n/e","n/e","n/e","","1","29","n/e","n/e","3326","595","n/e","809","247","36","32"
"Belgium (BE)","17.03.2015 17:00 - 17.03.2015 18:00 (CET)","326","n/e","n/e","2038","210","0","n/e","n/e","n/e","","1","30","n/e","n/e","3325","608","n/e","307","248","51","63"
"Belgium (BE)","17.03.2015 18:00 - 17.03.2015 19:00 (CET)","331","n/e","n/e","2062","209","0","n/e","n/e","n/e","296","","29","n/e","n/e","3325","670","n/e","36","249","83","104"
"Belgium (BE)","17.03.2015 19:00 - 17.03.2015 20:00 (CET)","329","n/e","n/e","2108","207","0","n/e","n/e","n/e","926","","20","n/e","n/e","3326","687","n/e","0","249","119","127"
"Belgium (BE)","17.03.2015 20:00 - 17.03.2015 21:00 (CET)","329","n/e","n/e","2019","226","0","n/e","n/e","n/e","567","","20","n/e","n/e","3329","682","n/e","0","244","111","144"
"Belgium (BE)","17.03.2015 21:00 - 17.03.2015 22:00 (CET)","331","n/e","n/e","1952","227","0","n/e","n/e","n/e","81","14","33","n/e","n/e","3331","609","n/e","0","243","110","151"
"Belgium (BE)","17.03.2015 22:00 - 17.03.2015 23:00 (CET)","333","n/e","n/e","1950","226","0","n/e","n/e","n/e","","71","33","n/e","n/e","3332","577","n/e","0","236","132","121"
"Belgium (BE)","17.03.2015 23:00 - 18.03.2015 00:00 (CET)","335","n/e","n/e","1932","225","0","n/e","n/e","n/e","100","47","32","n/e","n/e","3331","604","n/e","0","229","140","98"
"Belgium (BE)","18.03.2015 00:00 - 18.03.2015 01:00 (CET)","339","n/e","n/e","1869","223","0","n/e","n/e","n/e","","264","32","n/e","n/e","3324","577","n/e","0","230","116","62"
"Belgium (BE)","18.03.2015 01:00 - 18.03.2015 02:00 (CET)","343","n/e","n/e","1910","223","0","n/e","n/e","n/e","","478","31","n/e","n/e","3322","514","n/e","0","226","141","40"
"Belgium (BE)","18.03.2015 02:00 - 18.03.2015 03:00 (CET)","337","n/e","n/e","1929","225","0","n/e","n/e","n/e","","660","31","n/e","n/e","3322","517","n/e","0","228","152","46"
"Belgium (BE)","18.03.2015 03:00 - 18.03.2015 04:00 (CET)","336","n/e","n/e","1749","226","0","n/e","n/e","n/e","","1000","30","n/e","n/e","3322","528","n/e","0","232","151","56"
"Belgium (BE)","18.03.2015 04:00 - 18.03.2015 05:00 (CET)","336","n/e","n/e","1864","229","0","n/e","n/e","n/e","","997","26","n/e","n/e","3323","516","n/e","0","231","160","65"
